"","X.1","X","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","ideo_define_num","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num","trust_social_bin","trust_pol_parties_bin","trust_fed_gov_bin","trust_prov_gov_bin","trust_media_bin","trust_your_prov_gov_bin","tradeoff_invest_green_num","tradeoff_taxes_green_num","tradeoff_cutting_for_green_num","tradeoff_debt_green_num","budget_spend_prio_health_bin","budget_spend_prio_seniors_bin","budget_spend_prio_childcare_bin","budget_spend_prio_costLiving_bin","budget_spend_prio_climateChange_bin","tradeoff_childcare_num_bin","tradeoff_childcare_higher_taxes_bin","tradeoff_childcare_by_cutting_bin","tradeoff_childcare_debt_bin","tradeoff_no_taxes_bin","tradeoff_taxes_sales_bin","tradeoff_taxes_high_income_bin","tradeoff_taxes_wealthy_bin","tradeoff_childcare_lowincome_bin","tradeoff_senior_benefits_bin","tradeoff_senior_income_bin","redis_intelligence_bin","redis_opportunity_bin","redis_reasons_rich_bin","redis_reasons_poor_bin","redis_effort_bin","redis_social_benefits_bin","redis_welfare_bin","redis_no_cheat_system_bin","gender","age","education","income","caseid","weightvec","indic_welfare_num","reciprocity_index","education_bin","age_young_bin","income_high_bin","ideo_right_bin"
"233",233,233,233,1,1,43,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J7L","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.55,0.8,"Their party","their_party",0,1,0,NA,0.5,0,0.25,0,0,0,1,1,0.75,1,0,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,1,NA,0.33,NA,0.33,0.33,0.33,0.66,0,0,0,0,0,0,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"Man","35–54","University","High",233,0.0803111630559332,0.67,0.553333333333333,1,0,1,1
"234",234,234,234,1,1,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1S","divorced",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.9,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,NA,0.33,1,NA,0.33,1,0.33,1,0,0,0,0,0,0,NA,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,"Man","55+","University","Low/Mid",234,0.147738418533287,0.67,0.89,1,0,0,0
"235",235,235,235,1,1,76,0,0,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"J0B","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,1,NA,NA,0.66,NA,1,0.33,1,0.66,1,0,0,0,0,0,0,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,"Man","55+","Low","Low/Mid",235,3.10103071524348,0.34,0.78,0,0,0,0
"236",236,236,236,1,1,63,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"G1B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.7,"Their party","their_party",0,1,0,NA,0.5,0,0.75,1,0,0,1,1,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,0.66,0.33,0.66,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,0.66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,"Man","55+","University","High",236,0.0529087244446307,0.34,0.553333333333333,1,0,1,1
"237",237,237,237,1,0,70,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"H7E","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,1,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0,0,0.25,NA,NA,NA,NA,0,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,1,"No trade-off was mentioned.",0,0,0,1,NA,0.66,NA,0.66,NA,0.66,0.33,0.66,0.33,0.66,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,"Woman/Other","55+","University","Low/Mid",237,0.401168972730388,0.67,0.663333333333333,1,0,0,0
"238",238,238,238,1,0,46,0,1,0,0,0,0,1,0,1,"educHS",0,1,"90001_to_110000","Mid",0,1,"H1A","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.5,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0.25,0.25,0.25,0,NA,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,0.33,NA,"I don’t remember.",0,0,1,0,NA,0.33,NA,0.33,NA,0.66,0.33,0.66,0.66,0.33,0,0,0,0,0,0,NA,0.33,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Woman/Other","35–54","Low","Low/Mid",238,5.00006762332443,0.34,0.443333333333333,0,0,0,1
"239",239,239,239,1,0,73,0,0,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"J5R","married",1,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.6,"The country","the_country",0,0,1,0.5,0.75,1,0.25,0,0,0,0.5,0,1,1,0.25,0.25,0.25,0.25,0.25,NA,0.66,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,0.66,NA,0.66,0.66,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,"Woman/Other","55+","Low","Low/Mid",239,5.0000751202402,0.34,0.553333333333333,0,0,0,0
"240",240,240,240,1,1,70,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1H","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.2,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0,0,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,1,0.33,1,0.66,0.33,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,"Man","55+","University","Low/Mid",240,0.147738418533287,0.34,0.556666666666667,1,0,0,0
"241",241,241,241,1,0,83,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"1_to_30000","Low",1,0,"H3K","divorced",0,"rented",0,1,"alone_without_children",0,0,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Don’t know","dont_know",0,0,0,0,0.5,0,0.75,1,0.25,0,0,0,1,1,0.5,0.25,0.25,0.25,0,0.66,NA,NA,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,0.33,1,NA,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,"Woman/Other","55+","University","Low/Mid",241,0.401168972730388,0.67,0.89,1,0,0,0
"242",242,242,242,1,0,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H2N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.8,"Themselves","themselves",1,0,0,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.5,NA,NA,NA,0.66,NA,NA,0.33,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,0.33,NA,1,NA,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Woman/Other","35–54","University","High",242,0.218076970782466,0.67,0.776666666666667,1,0,1,0
"243",243,243,243,1,1,68,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G3K","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.8,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,0.66,"I don’t remember.",0,0,0,0,1,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,0,NA,NA,0.66,0.66,NA,0.33,1,0.33,0.66,0,0,0,0,0,0,0.66,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,"Man","55+","University","Low/Mid",243,0.147738418533287,0.67,0.776666666666667,1,0,0,0
"244",244,244,244,1,0,24,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"H2E","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"student_attending_school",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.8,"Themselves","themselves",1,0,0,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0,0.25,0.25,0.25,NA,NA,0.66,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,0.66,NA,1,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,"Woman/Other","18–34","University","Low/Mid",244,2.33373094762786,0.67,0.89,1,1,0,0
"245",245,245,245,1,1,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G6W","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,1,"Themselves","themselves",1,0,0,0.5,1,1,0.75,1,0.25,0,0,0,0.5,0,0.5,0.25,0,0.25,0,NA,NA,NA,NA,NA,NA,0.66,NA,"A capital gains tax.",1,0,0,0,0,0.33,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,0.33,NA,0.66,NA,0.66,0.66,0.66,0.66,0,0,0,0,0,0,NA,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,"Man","55+","University","High",245,0.0529087244446307,0.34,0.553333333333333,1,0,1,0
"246",246,246,246,1,0,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G4T","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.25,0,0,0,0.5,0,0.5,0,0,0.25,0,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,0.66,NA,NA,1,0.66,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,"Woman/Other","55+","University","High",246,0.14366837579993,0.67,0.89,1,0,1,1
"247",247,247,247,1,0,56,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G1W","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.7,"Their party","their_party",0,1,0,0,0.75,1,0.5,0,0.25,0,1,1,0,0,0.5,0,0.25,0.25,0,NA,NA,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,1,NA,0.66,0.66,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,0.66,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,"Woman/Other","55+","University","Low/Mid",247,0.401168972730388,0.67,0.89,1,0,0,0
"248",248,248,248,1,1,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,NA,NA,NA,NA,"G1S","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0,0.5,NA,NA,0.33,NA,NA,NA,0.66,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,NA,1,0,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,"Man","55+","University",NA,248,0.119973561585236,0.67,0.89,1,0,NA,0
"249",249,249,249,1,0,37,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"G1L","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.22,0.6,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0.5,0,0.25,0,0,0,0,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.33,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,NA,0.66,NA,1,0.33,1,0.33,0,0,0,0,0,0,0,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"Woman/Other","35–54","University","High",249,0.218076970782466,0.67,0.556666666666667,1,0,1,0
"250",250,250,250,1,1,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"J0S","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,0.66,NA,0.33,1,0.66,0.33,0,0,0,0,0,0,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,"Man","55+","University","High",250,0.0529087244446307,0.34,0.556666666666667,1,0,1,0
"251",251,251,251,1,1,36,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"h7a","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.7,"Themselves","themselves",1,0,0,NA,0.5,0,0.25,0,0,0,1,1,0.75,1,0,0,0,0.25,0.5,NA,0.33,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,0.66,NA,NA,1,0.33,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,"Man","35–54","University","Low/Mid",251,0.224254966359459,0.34,0.443333333333333,1,0,0,0
"252",252,252,252,1,1,55,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"G1M","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,0,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Themselves","themselves",1,0,0,1,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0,0,0,0.5,NA,NA,NA,0.33,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,0,NA,0.66,NA,NA,0.66,0,0.33,0.66,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"Man","55+","University","High",252,0.0529087244446307,0.34,0.556666666666667,1,0,1,0
"253",253,253,253,1,0,71,0,0,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"G6E","divorced",0,"rented",0,1,"alone_without_children",0,0,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.6,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0,0,0.25,0,0.5,0,0.25,0.25,0,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"No trade-off was mentioned.",0,0,0,1,NA,0.33,0.33,NA,NA,1,0.33,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Woman/Other","55+","Low","Low/Mid",253,5.0000751202402,0.34,0.443333333333333,0,0,0,0
"254",254,254,254,1,1,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"j3e","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_part_time",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.9,"Their party","their_party",0,1,0,0.5,0.25,0,0,0,0.75,1,1,1,0.5,0,0.5,0.25,0,0.25,0,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,0.33,NA,NA,0.66,0.33,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,"Man","55+","University","Low/Mid",254,0.147738418533287,0.34,0.443333333333333,1,0,0,1
"255",255,255,255,1,0,43,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G2A","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"second_union",0,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"1 enfant 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.66,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,NA,0.66,1,NA,0.33,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,"Woman/Other","35–54","University","High",255,0.218076970782466,1,1,1,0,1,0
"256",256,256,256,1,1,76,0,0,0,0,0,0,1,0,1,"educHS",0,1,"1_to_30000","Low",1,0,"J6Z","single",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,1,NA,0.33,1,0.66,1,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,"Man","55+","Low","Low/Mid",256,3.10103071524348,0.34,0.78,0,0,0,0
"257",257,257,257,1,1,47,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"j5r","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"2 enfants 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.44,0.8,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,1,1,NA,0.66,NA,0.66,0.66,0.33,1,0,0,0,0,0,0,NA,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,"Man","35–54","University","High",257,0.0803111630559332,0.67,0.776666666666667,1,0,1,0
"258",258,258,258,1,0,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,NA,NA,NA,NA,"H9W","widower",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.5,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0,0,0.25,0.25,NA,0.66,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,1,NA,0.66,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,"Woman/Other","55+","University",NA,258,0.325776266821965,1,1,1,0,NA,0
