"","Duration..in.seconds.","ResponseId","UserLanguage","ses_gender","ses_year_born.","ses_region.","ses_education","ses_income","ses_children","ses_citizen_status","ses_employ_status","ses_household_compo_1","ses_household_compo_2","ses_household_compo_3","ses_household_compo_4","ideo_left_right_1","ideo_interest._1","attention","budget_issue_imp_1","budget_issue_imp_2","budget_issue_imp_3","budget_issue_imp_4","budget_issue_imp_5","budget_spend_prio_6","budget_spend_prio_7","budget_spend_prio_8","budget_spend_prio_9","budget_spend_prio_10","tradeoff_cc1_tax","tradeoff_cc1_cut","tradeoff_cc1_debt","tradeoff_cc1_no_spend","tradeoff_ge_tax","tradeoff_ge_cut","tradeoff_ge_debt","tradeoff_ge_no_spend","tradeoff_tax_less_services","tradeoff_tax_sales_tax","tradeoff_tax_inc_tax","tradeoff_tax_wealth_tax","tradeoff_hc_all","tradeoff_hc_spend","tradeoff_hc_pensions","tradeoff_cc2_all","tradeoff_cc2_low_inc","tradeoff_cc2_educ_all","tradeoff_cc2_educ_low_inc","redis_fei_can1","redis_fei_can2.","redis_pnvo_rich","redis_pnvo_poor.","redis_fid_can","redis_prev_freerider","redis_iden_freerider","redis_human_nature.","PID","province","ses_language_clean","ideo_vote_fed_clean","ideo_vote_prov_clean","ideo_define_clean","trust_social_clean","trust_inst_pp","trust_inst_fed","trust_inst_prov","trust_inst_media","ses_region_cat","budget_spend_prio_health_num","budget_spend_prio_health_raw","budget_spend_prio_health_norm","budget_spend_prio_seniors_num","budget_spend_prio_seniors_raw","budget_spend_prio_seniors_norm","budget_spend_prio_cc_num","budget_spend_prio_cc_raw","budget_spend_prio_cc_norm","budget_spend_prio_ecn_num","budget_spend_prio_ecn_raw","budget_spend_prio_ecn_norm","budget_spend_prio_clim_num","budget_spend_prio_clim_raw","budget_spend_prio_clim_norm","tradeoff_cc1_tax_bin","tradeoff_cc1_tax_intensity","tradeoff_cc1_cut_bin","tradeoff_cc1_cut_intensity","tradeoff_cc1_debt_bin","tradeoff_cc1_debt_intensity","tradeoff_cc1_no_spend_bin","tradeoff_cc1_no_spend_intensity","tradeoff_ge_tax_bin","tradeoff_ge_tax_intensity","tradeoff_ge_cut_bin","tradeoff_ge_cut_intensity","tradeoff_ge_debt_bin","tradeoff_ge_debt_intensity","tradeoff_ge_no_spend_bin","tradeoff_ge_no_spend_intensity","tradeoff_tax_less_services_bin","tradeoff_tax_less_services_intensity","tradeoff_tax_sales_tax_bin","tradeoff_tax_sales_tax_intensity","tradeoff_tax_inc_tax_bin","tradeoff_tax_inc_tax_intensity","tradeoff_tax_wealth_tax_bin","tradeoff_tax_wealth_tax_intensity","tradeoff_hc_all_bin","tradeoff_hc_all_intensity","tradeoff_hc_spend_bin","tradeoff_hc_spend_intensity","tradeoff_hc_pensions_bin","tradeoff_hc_pensions_intensity","tradeoff_cc2_all_bin","tradeoff_cc2_all_intensity","tradeoff_cc2_low_inc_bin","tradeoff_cc2_low_inc_intensity","tradeoff_cc2_educ_all_bin","tradeoff_cc2_educ_all_intensity","tradeoff_cc2_educ_low_inc_bin","tradeoff_cc2_educ_low_inc_intensity","tradeoff_cc1_tax_strong","tradeoff_cc1_cut_strong","tradeoff_cc1_debt_strong","tradeoff_cc1_no_spend_strong","tradeoff_ge_tax_strong","tradeoff_ge_cut_strong","tradeoff_ge_debt_strong","tradeoff_ge_no_spend_strong","tradeoff_tax_less_services_strong","tradeoff_tax_sales_tax_strong","tradeoff_tax_inc_tax_strong","tradeoff_tax_wealth_tax_strong","tradeoff_hc_all_strong","tradeoff_hc_spend_strong","tradeoff_hc_pensions_strong","tradeoff_cc2_all_strong","tradeoff_cc2_low_inc_strong","tradeoff_cc2_educ_all_strong","tradeoff_cc2_educ_low_inc_strong","redis_intelligence_num","redis_intelligence_bin","redis_opportunity_num","redis_opportunity_bin","redis_reasons_rich_num","redis_reasons_rich_bin","redis_reasons_poor_num","redis_reasons_poor_bin","redis_effort_num","redis_effort_bin","redis_social_benefits_num","redis_social_benefits_bin","redis_welfare_num","redis_welfare_bin","redis_no_cheat_system_num","redis_no_cheat_system_bin","trust_social_num","trust_social_bin","trust_inst_pp_num","trust_inst_pp_bin","trust_inst_fed_num","trust_inst_fed_bin","trust_inst_prov_num","trust_inst_prov_bin","trust_inst_media_num","trust_inst_media_bin"
"1984",532821,"R_7j1ym5DbTGZHxoF","EN","Female",1994,"Alberta","Completed technical, community college, CEGEP, College Classique","$30,001 to $60,000","In couple without children","No","Working full-time (35 or more hours per week)",NA,NA,NA,NA,6,6,"Brown",1,3,5,2,4,40,15,20,15,10,30,25,25,20,5,50,5,40,30,25,25,20,40,40,20,25,25,30,20,"","Sometimes","Sometimes","Sometimes","Most of the time","Sometimes","Sometimes","Rarely","09aae2d5-5cdc-f011-8d4c-002248d5417f","Alberta","English","Did not vote","Did not vote","Equally Canadian and Albertan",8,6,7,8,8,"Alberta",40,0.4,0.5,15,0.15,0.25,20,0.2,0.25,15,0.15,0.25,10,0.1,0,1,5,0,0,0,0,0,-5,0,-20,1,25,0,-20,0,15,1,5,0,0,0,0,0,-5,0,6.66666666666666,0,6.66666666666666,0,-13.3333333333333,0,0,0,0,1,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0.33,0,0.33,0,1,1,0.66,1,0.33,0,0.33,0,8,1,6,1,7,1,8,1,8,1
"1985",344,"R_7cjBnrkL2V2bzC1","EN","Female",1993,"Alberta","Completed secondary/ high school","$1 to $30,000","Alone without children","Yes","Not working due to illness/disability, or not looking for work",NA,NA,NA,NA,5,0,"Brown",2,5,3,1,4,75,25,0,0,0,0,0,0,100,0,0,0,100,0,0,50,50,25,25,50,0,0,100,0,"Never","","Most of the time","Sometimes","Never","Sometimes","Most of the time","Rarely","1b42615a-e8ef-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","Did not vote","Solely as Canadian",0,0,0,0,0,"Alberta",75,0.75,0.75,25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,25,0,25,0,-8.33333333333334,0,-8.33333333333334,1,16.6666666666667,0,-25,0,-25,1,75,0,-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0.33,0,0,0,0.66,1,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
"1986",315,"R_6mDYGSM9Dwli4yB","EN","Female",1972,"Alberta","Bachelor’s degree","$30,001 to $60,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,2,"Brown",1,2,3,4,5,20,20,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,33,34,33,25,25,25,25,"Rarely","","Most of the time","Sometimes","Rarely","Sometimes","Sometimes","Rarely","38b20a9d-99ec-f011-8d4c-002248d5417f","Alberta","English","Did not vote","Did not vote","First Canadian, second Albertan",1,3,4,4,6,"Alberta",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333333336,1,0.666666666666664,0,-0.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0,0,0.33,0,0.33,0,0.66,1,0.33,0,0.33,0,1,0,3,0,4,0,4,0,6,1
"1987",2129,"R_6WTObRy5nIWz248","EN","Female",1964,"Alberta","Completed technical, community college, CEGEP, College Classique","Don’t know/Prefer not to answer","In couple without children","Yes","Retired",NA,NA,NA,NA,4,10,"Brown",1,3,4,2,5,40,15,10,20,15,10,30,30,30,30,40,30,0,10,0,50,40,30,30,40,10,30,25,35,"","Most of the time","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","743247e4-92f0-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","Solely as Canadian",5,0,6,0,7,"Alberta",40,0.4,0.5,15,0.15,0.25,10,0.1,0,20,0.2,0.25,15,0.15,0.25,0,-15,0,5,0,5,0,5,0,5,1,15,0,5,0,-25,0,-15,0,-25,1,25,0,15,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,-15,0,5,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,5,0,0,0,6,1,0,0,7,1
"1988",1132,"R_7k5gIyMJcAik8c9","EN","Female",1975,"Alberta","Bachelor’s degree","$1 to $30,000","Alone with children","Yes","Working full-time (35 or more hours per week)",0,0,1,0,5,1,"Brown",2,1,5,3,4,65,15,5,15,0,0,35,0,65,0,0,0,100,5,0,50,45,35,50,15,0,30,10,60,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","5e8b1c6d-e8ef-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","Equally Canadian and Albertan",6,1,1,3,2,"Alberta",65,0.65,0.75,15,0.15,0.25,5,0.05,0,15,0.15,0.25,0,0,0,0,-25,0,10,0,-25,1,40,0,-25,0,-25,0,-25,1,75,0,-20,0,-25,1,25,0,20,0,1.66666666666666,1,16.6666666666667,0,-18.3333333333333,0,-25,0,5,0,-15,1,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,6,1,1,0,1,0,3,0,2,0
"1989",576,"R_6rVxhZGmw46cGyJ","EN","Male",1984,"Alberta","Bachelor’s degree","$150,001 to $200,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,3,9,"Brown",2,1,3,5,4,30,15,20,20,15,30,20,10,40,30,20,20,30,10,10,40,40,0,50,50,30,20,30,20,"Most of the time","","Most of the time","Most of the time","Rarely","Most of the time","Sometimes","Sometimes","c39903b8-c0ef-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","Solely as Canadian",7,5,9,0,9,"Alberta",30,0.3,0.25,15,0.15,0.25,20,0.2,0.25,20,0.2,0.25,15,0.15,0.25,0,5,0,-5,0,-15,1,15,0,5,0,-5,0,-5,0,5,0,-15,0,-15,0,15,0,15,0,-33.3333333333333,0,16.6666666666667,0,16.6666666666667,0,5,0,-5,0,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0.33,0,1,1,0.33,0,0.66,1,7,1,5,0,9,1,0,0,9,1
"1990",439,"R_6Cei8dmAEIPPk1T","EN","Male",1977,"Alberta","Professional degree or doctorate","$110,001 to $150,000","In couple with children","Yes","Working full-time (35 or more hours per week)",0,0,2,2,7,7,"Brown",3,5,4,1,2,30,10,10,50,0,0,20,0,80,0,0,0,100,100,0,0,0,60,20,20,50,0,50,0,"","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","776040de-92f0-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","First Albertan, second Canadian",2,2,1,2,1,"Alberta",30,0.3,0.25,10,0.1,0,10,0.1,0,50,0.5,0.5,0,0,0,0,-25,0,-5,0,-25,1,55,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,1,26.6666666666667,0,-13.3333333333333,0,-13.3333333333333,0,25,0,-25,0,25,0,-25,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,2,0,2,0,1,0,2,0,1,0
"1991",318,"R_1qkxyeQOgfODJ3Z","EN","Male",1982,"New Brunswick","Completed secondary/ high school","$1 to $30,000","Alone without children","Yes","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,5,6,"Brown",1,2,3,5,4,20,20,10,10,40,40,25,30,5,10,20,25,45,25,25,25,25,35,30,35,25,25,25,25,"Most of the time","","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","479a03b8-c0ef-f011-8d4c-002248d5417f","New Brunswick","English","Liberal Party of Canada","Liberal Party of New Brunswick","First Canadian, second New Brunswicker",5,8,8,7,5,"East Coast",20,0.2,0.25,20,0.2,0.25,10,0.1,0,10,0.1,0,40,0.4,0.5,1,15,0,0,0,5,0,-20,0,-15,0,-5,0,0,1,20,0,0,0,0,0,0,0,0,0,1.66666666666666,0,-3.33333333333334,0,1.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.66,1,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,5,0,8,1,8,1,7,1,5,0
"1992",349,"R_3aQeqEvNENyxvSM","EN","Male",2005,"Alberta","Some university","$110,001 to $150,000","Other/Prefer not to answer","Yes","A student attending school",0,1,2,0,3,6,"Brown",1,3,5,2,4,30,15,10,15,30,30,30,25,15,30,40,30,0,25,30,30,15,30,35,35,20,30,20,30,"Rarely","","Most of the time","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","df3b615a-e8ef-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","United Conservative Party of Alberta","Equally Canadian and Albertan",7,5,6,5,3,"Alberta",30,0.3,0.25,15,0.15,0.25,10,0.1,0,15,0.15,0.25,30,0.3,0.25,0,5,0,5,0,0,0,-10,0,5,1,15,0,5,0,-25,0,0,0,5,0,5,0,-10,0,-3.33333333333334,0,1.66666666666666,0,1.66666666666666,0,-5,0,5,0,-5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0,0,0.33,0,0.66,1,0.66,1,0.66,1,0.66,1,7,1,5,0,6,1,5,0,3,0
"1993",666,"R_3pAJ1sopEnn75gx","EN","Female",1977,"Newfoundland and Labrador","Completed secondary/ high school","$30,001 to $60,000","In couple without children","Yes","A student attending school",NA,NA,NA,NA,5,7,"Brown",1,3,4,2,5,60,25,5,5,5,25,25,25,25,5,5,5,85,5,5,45,45,5,90,5,10,40,10,40,"Sometimes","","Sometimes","Most of the time","Rarely","Rarely","Sometimes","Rarely","f72548a3-99ec-f011-8d4c-002248d5417f","Newfoundland and Labrador","English","Liberal Party of Canada","Did not vote","First Newfoundlander and/or Labradorian, second Canadian",8,4,4,2,2,"East Coast",60,0.6,0.5,25,0.25,0.25,5,0.05,0,5,0.05,0,5,0.05,0,0,0,0,0,0,0,0,0,0,-20,0,-20,0,-20,1,60,0,-20,0,-20,0,20,0,20,0,-28.3333333333333,1,56.6666666666667,0,-28.3333333333333,0,-15,0,15,0,-15,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.66,1,NA,0,0.33,0,0,0,0.33,0,0.33,0,0.33,0,0.33,0,8,1,4,0,4,0,2,0,2,0
"1994",437,"R_5JlA4DuhQkCbX2x","EN","Male",1985,"Alberta","Completed technical, community college, CEGEP, College Classique","$150,001 to $200,000","In couple with children","Yes","Working full-time (35 or more hours per week)",1,0,0,0,6,2,"Brown",2,1,3,4,5,60,0,30,10,0,30,30,30,10,0,0,0,100,0,0,20,80,40,30,30,40,0,60,0,"Sometimes","","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Rarely","179a03b8-c0ef-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","Solely as Canadian",4,4,3,3,2,"Alberta",60,0.6,0.5,0,0,0,30,0.3,0.25,10,0.1,0,0,0,0,0,5,0,5,0,5,0,-15,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-5,1,55,1,6.66666666666666,0,-3.33333333333334,0,-3.33333333333334,0,15,0,-25,1,35,0,-25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,0.33,0,4,0,4,0,3,0,3,0,2,0
"1995",1414,"R_1LYZ6PBCpnMDOPf","EN","Female",2003,"Alberta","Some secondary/ high school","$60,001 to $90,000","In couple with children","Yes","A caregiver or homemaker",2,0,0,0,5,4,"Brown",3,4,5,2,1,30,20,0,50,0,0,0,0,100,0,0,0,100,100,0,0,0,25,50,25,25,25,25,25,"Most of the time","","Rarely","Sometimes","Sometimes","Rarely","Most of the time","Rarely","0b9e8dc9-92f0-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","Solely as Albertan",5,0,0,5,0,"Alberta",30,0.3,0.25,20,0.2,0.25,0,0,0,50,0.5,0.5,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.66,1,0.33,0,0.66,1,0.33,0,0,0,0.33,0,5,0,0,0,0,0,5,0,0,0
"1996",638,"R_1FtXig1t2Hnu1qa","EN","Female",1970,"Alberta","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","Alone with children","Yes","Self-employed",0,0,1,1,5,4,"Brown",3,2,4,1,5,25,30,10,30,5,10,5,25,60,10,70,10,10,25,10,50,15,25,25,50,5,65,5,25,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","43775fa9-99ec-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","Solely as Canadian",5,2,4,3,2,"Alberta",25,0.25,0.25,30,0.3,0.25,10,0.1,0,30,0.3,0.25,5,0.05,0,0,-15,0,-20,0,0,1,35,0,-15,1,45,0,-15,0,-15,0,0,0,-15,1,25,0,-10,0,-8.33333333333334,0,-8.33333333333334,1,16.6666666666667,0,-20,1,40,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,5,0,2,0,4,0,3,0,2,0
"1997",540,"R_7qa9jwT4WurVcqk","EN","Female",1987,"Alberta","Completed secondary/ high school","$1 to $30,000","Alone with children","No","Working part-time (less than 35 hours per week)",1,0,0,0,5,2,"Brown",1,3,4,2,5,50,20,10,15,5,10,20,10,60,5,10,5,80,40,20,20,20,5,5,90,5,10,80,5,"","Sometimes","Sometimes","Sometimes","Most of the time","Sometimes","Sometimes","Sometimes","f1ba5960-e8ef-f011-8d4c-002248d5417f","Alberta","English","Did not vote","United Conservative Party of Alberta","Equally Canadian and Albertan",5,2,2,2,3,"Alberta",50,0.5,0.5,20,0.2,0.25,10,0.1,0,15,0.15,0.25,5,0.05,0,0,-15,0,-5,0,-15,1,35,0,-20,0,-15,0,-20,1,55,1,15,0,-5,0,-5,0,-5,0,-28.3333333333333,0,-28.3333333333333,1,56.6666666666667,0,-20,0,-15,1,55,0,-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,NA,0,0.66,1,0.33,0,0.33,0,1,1,0.66,1,0.33,0,0.66,1,5,0,2,0,2,0,2,0,3,0
"1998",3926,"R_791Lu7MzNrwRcaZ","EN","Female",1967,"Alberta","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","In couple with children","Yes","A caregiver or homemaker",1,0,0,0,5,0,"Brown",1,4,2,3,5,50,50,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,0,100,"Rarely","","Sometimes","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","f0645476-e8ef-f011-8d4c-002248d5417f","Alberta","English","Did not vote","Did not vote","Solely as Canadian",2,0,0,0,2,"Alberta",50,0.5,0.5,50,0.5,0.5,0,0,0,0,0,0,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,1,75,0,-25,0,-33.3333333333333,1,66.6666666666667,0,-33.3333333333333,0,-25,0,-25,0,-25,1,75,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.33,0,NA,0,0.33,0,0,0,0.66,1,0.66,1,0.33,0,0.66,1,2,0,0,0,0,0,0,0,2,0
"1999",740,"R_13N9jT6yiThguNb","EN","Female",1973,"Newfoundland and Labrador","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,7,"Brown",1,3,2,5,4,38,25,6,27,4,10,38,10,42,0,0,0,100,100,0,0,0,0,0,100,50,0,50,0,"","Most of the time","Most of the time","Rarely","Rarely","Never","Most of the time","Never","196040de-92f0-f011-8d4c-002248d5417f","Newfoundland and Labrador","English","Liberal Party of Canada","Progressive Conservative Party of Newfoundland and Labrador","First Newfoundlander and/or Labradorian, second Canadian",7,4,4,4,7,"East Coast",38,0.38,0.5,25,0.25,0.25,6,0.06,0,27,0.27,0.25,4,0.04,0,0,-15,0,13,0,-15,1,17,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-33.3333333333333,0,-33.3333333333333,1,66.6666666666667,0,25,0,-25,0,25,0,-25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,NA,0,1,1,0,0,0.66,1,0.33,0,0,0,0,0,0,0,7,1,4,0,4,0,4,0,7,1
"2000",606,"R_3Ciy4GVzjiRMkuJ","EN","Female",1978,"Alberta","Bachelor’s degree","$150,001 to $200,000","In couple with children","Yes","Working full-time (35 or more hours per week)",0,0,0,1,5,0,"Brown",1,4,2,3,5,60,15,5,10,10,10,80,10,0,0,80,10,10,0,0,30,70,30,35,35,25,25,25,25,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","9d5f40de-92f0-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","Did not vote","Solely as Canadian",7,0,0,0,3,"Alberta",60,0.6,0.5,15,0.15,0.25,5,0.05,0,10,0.1,0,10,0.1,0,0,-15,1,55,0,-15,0,-25,0,-25,1,55,0,-15,0,-15,0,-25,0,-25,0,5,1,45,0,-3.33333333333334,0,1.66666666666666,0,1.66666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,7,1,0,0,0,0,0,0,3,0
"2001",477,"R_3YWZaqWssxsStwI","EN","Male",1976,"Alberta","Some technical, community college, CEGEP, College Classique","$30,001 to $60,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,3,0,"Brown",2,4,3,1,5,15,30,30,25,0,0,0,0,100,0,0,0,100,20,0,50,30,0,40,60,80,0,20,0,"Never","","Most of the time","Sometimes","Never","Rarely","Most of the time","Most of the time","6e6040de-92f0-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","First Albertan, second Canadian",0,0,0,0,0,"Alberta",15,0.15,0.25,30,0.3,0.25,30,0.3,0.25,25,0.25,0.25,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-5,0,-25,1,25,0,5,0,-33.3333333333333,0,6.66666666666666,1,26.6666666666667,1,55,0,-25,0,-5,0,-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0.33,0,0,0,0.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2002",909,"R_6Q7qeaOI68vJod3","EN","Female",2000,"Alberta","Bachelor’s degree","$30,001 to $60,000","In couple without children","Yes","A student attending school",NA,NA,NA,NA,1,4,"Brown",2,1,3,5,4,20,10,15,5,50,30,20,50,0,30,20,50,0,5,15,40,40,10,80,10,30,20,30,20,"Sometimes","","Most of the time","Most of the time","Never","Most of the time","Rarely","Sometimes","09a212ab-c0ef-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","Solely as Canadian",5,3,4,1,2,"Alberta",20,0.2,0.25,10,0.1,0,15,0.15,0.25,5,0.05,0,50,0.5,0.5,0,5,0,-5,1,25,0,-25,0,5,0,-5,1,25,0,-25,0,-20,0,-10,0,15,0,15,0,-23.3333333333333,1,46.6666666666667,0,-23.3333333333333,0,5,0,-5,0,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0,0,0,0,0,0,1,1,0.66,1,0.66,1,5,0,3,0,4,0,1,0,2,0
"2003",704,"R_5Ht5qO50XqczCfL","EN","Male",1975,"Alberta","Professional degree or doctorate","More than $200,000","In couple without children","Yes","Self-employed",NA,NA,NA,NA,8,10,"Brown",5,3,4,1,2,1,29,0,70,0,0,0,0,100,0,0,0,100,100,0,0,0,33,34,33,50,0,0,50,"Rarely","","Rarely","Sometimes","Most of the time","Rarely","Most of the time","Rarely","e29b03b8-c0ef-f011-8d4c-002248d5417f","Alberta","English","Another party","United Conservative Party of Alberta","Solely as Albertan",7,2,0,4,0,"Alberta",1,0.01,0,29,0.29,0.25,0,0,0,70,0.7,0.75,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-0.333333333333336,1,0.666666666666664,0,-0.333333333333336,0,25,0,-25,0,-25,0,25,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0.66,1,0.33,0,1,1,0.33,0,0,0,0.33,0,7,1,2,0,0,0,4,0,0,0
"2004",1168,"R_65tgkak6J8iJX9d","EN","Male",1983,"New Brunswick","Bachelor’s degree","$30,001 to $60,000","In couple with children","No","Working full-time (35 or more hours per week)",2,0,0,0,6,6,"Brown",2,1,4,3,5,30,20,15,20,15,50,30,10,10,50,30,10,10,10,20,40,30,30,30,40,10,40,10,40,"","Most of the time","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","2d9a03b8-c0ef-f011-8d4c-002248d5417f","New Brunswick","English","Did not vote","Did not vote","First New Brunswicker, second Canadian",8,5,7,7,6,"East Coast",30,0.3,0.25,20,0.2,0.25,15,0.15,0.25,20,0.2,0.25,15,0.15,0.25,1,25,0,5,0,-15,0,-15,1,25,0,5,0,-15,0,-15,0,-15,0,-5,1,15,0,5,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,-15,0,15,0,-15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0,0,0.66,1,0.33,0,0.66,1,8,1,5,0,7,1,7,1,6,1
"2005",21020,"R_5J2EbbKOcJ1E0fj","EN","Female",1993,"Alberta","Completed secondary/ high school","$110,001 to $150,000","In couple with children","Yes","Working part-time (less than 35 hours per week)",1,1,0,0,5,2,"Brown",1,3,4,2,5,100,0,0,0,0,0,100,0,0,0,0,0,100,40,10,10,40,20,40,40,50,0,50,0,"Rarely","","Sometimes","Sometimes","Sometimes","Rarely","Most of the time","Never","693d615a-e8ef-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","Did not vote","First Canadian, second Albertan",5,2,2,0,1,"Alberta",100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,1,75,0,-25,0,-25,0,-25,0,-25,0,-25,1,75,0,15,0,-15,0,-15,0,15,0,-13.3333333333333,0,6.66666666666666,0,6.66666666666666,0,25,0,-25,0,25,0,-25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0.33,0,0.33,0,0.66,1,0.33,0,0,0,0,0,5,0,2,0,2,0,0,0,1,0
